level1_code,level1,level2_code,level2,manufacturing_other-manufacturing,mineral-extraction_rock-quarrying,agriculture_other-agricultural-soil-emissions,buildings_non-residential-onsite-fuel-usage,buildings_residential-onsite-fuel-usage,transportation_road-transportation-passenger,transportation_road-transportation-freight,transportation_railways,transportation_domestic-shipping,waste_solid-waste-disposal
25,滋賀県,25442,甲良町,22 ,0 ,4 ,4 ,7 ,7 ,9 ,0 ,0 ,0 
25,滋賀県,25443,多賀町,76 ,0 ,3 ,9 ,7 ,7 ,9 ,0 ,0 ,0 
26,京都府,26100,京都市,899 ,60 ,22 ,"2,386 ","1,723 ",673 ,517 ,82 ,0 ,160 
26,京都府,26201,福知山市,109 ,6 ,16 ,110 ,87 ,71 ,72 ,4 ,0 ,5 
26,京都府,26202,舞鶴市,50 ,5 ,6 ,105 ,94 ,72 ,60 ,5 ,35 ,6 
26,京都府,26203,綾部市,57 ,2 ,7 ,36 ,37 ,29 ,32 ,2 ,0 ,0 
26,京都府,26204,宇治市,261 ,5 ,6 ,169 ,201 ,111 ,58 ,11 ,0 ,17 
26,京都府,26205,宮津市,4 ,2 ,4 ,26 ,20 ,15 ,17 ,1 ,0 ,1 
26,京都府,26206,亀岡市,45 ,4 ,11 ,80 ,94 ,69 ,60 ,5 ,0 ,9 
26,京都府,26207,城陽市,30 ,2 ,3 ,67 ,83 ,48 ,28 ,4 ,0 ,8 
26,京都府,26208,向日市,26 ,1 ,0 ,48 ,60 ,29 ,15 ,3 ,0 ,7 
26,京都府,26209,長岡京市,100 ,2 ,0 ,83 ,88 ,41 ,22 ,5 ,0 ,9 
26,京都府,26210,八幡市,84 ,2 ,4 ,73 ,80 ,46 ,50 ,4 ,0 ,8 
26,京都府,26211,京田辺市,72 ,2 ,0 ,76 ,73 ,47 ,31 ,4 ,0 ,9 
26,京都府,26212,京丹後市,26 ,3 ,12 ,60 ,54 ,48 ,54 ,3 ,0 ,7 
26,京都府,26213,南丹市,49 ,2 ,12 ,39 ,34 ,26 ,34 ,2 ,0 ,0 
26,京都府,26214,木津川市,17 ,2 ,11 ,62 ,78 ,56 ,32 ,5 ,0 ,9 
26,京都府,26303,大山崎町,100 ,1 ,0 ,12 ,17 ,9 ,4 ,1 ,0 ,2 
26,京都府,26322,久御山町,96 ,2 ,3 ,51 ,17 ,17 ,35 ,1 ,0 ,2 
26,京都府,26343,井手町,9 ,1 ,1 ,7 ,8 ,6 ,9 ,0 ,0 ,1 
26,京都府,26344,宇治田原町,31 ,0 ,3 ,9 ,9 ,9 ,10 ,1 ,0 ,1 
26,京都府,26364,笠置町,0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
26,京都府,26365,和束町,0 ,0 ,2 ,2 ,4 ,4 ,8 ,0 ,0 ,0 
26,京都府,26366,精華町,12 ,1 ,0 ,36 ,36 ,26 ,13 ,2 ,0 ,4 
26,京都府,26367,南山城村,0 ,0 ,1 ,2 ,3 ,3 ,5 ,0 ,0 ,0 
26,京都府,26407,京丹波町,17 ,1 ,14 ,13 ,15 ,13 ,19 ,1 ,0 ,0 
26,京都府,26463,伊根町,0 ,0 ,1 ,3 ,2 ,1 ,2 ,0 ,0 ,0 
26,京都府,26465,与謝野町,9 ,1 ,2 ,19 ,21 ,19 ,16 ,1 ,0 ,1 
27,大阪府,27100,大阪市,"2,072 ",211 ,41 ,"6,320 ","3,751 ",919 ,980 ,161 ,231 ,394 
27,大阪府,27140,堺市,"2,215 ",34 ,12 ,792 ,959 ,467 ,360 ,48 ,61 ,110 
27,大阪府,27202,岸和田市,142 ,7 ,14 ,174 ,214 ,126 ,106 ,11 ,3 ,40 
27,大阪府,27203,豊中市,158 ,13 ,5 ,362 ,471 ,172 ,99 ,24 ,0 ,43 
27,大阪府,27204,池田市,639 ,2 ,3 ,95 ,119 ,50 ,27 ,6 ,0 ,13 
27,大阪府,27205,吹田市,131 ,15 ,8 ,443 ,436 ,157 ,78 ,22 ,0 ,56 
27,大阪府,27206,泉大津市,78 ,2 ,0 ,74 ,84 ,42 ,35 ,4 ,61 ,8 
27,大阪府,27207,高槻市,190 ,9 ,9 ,293 ,393 ,162 ,91 ,21 ,0 ,67 
27,大阪府,27208,貝塚市,111 ,2 ,1 ,71 ,92 ,60 ,45 ,5 ,3 ,21 
27,大阪府,27209,守口市,73 ,6 ,0 ,138 ,178 ,60 ,54 ,8 ,0 ,27 
27,大阪府,27210,枚方市,466 ,10 ,3 ,317 ,443 ,208 ,102 ,23 ,0 ,40 
27,大阪府,27211,茨木市,167 ,9 ,10 ,299 ,316 ,136 ,107 ,17 ,0 ,62 
27,大阪府,27212,八尾市,428 ,8 ,5 ,230 ,305 ,135 ,125 ,15 ,0 ,36 
27,大阪府,27213,泉佐野市,125 ,3 ,7 ,142 ,116 ,74 ,57 ,6 ,5 ,16 
27,大阪府,27214,富田林市,73 ,3 ,6 ,88 ,125 ,71 ,48 ,6 ,0 ,14 
27,大阪府,27215,寝屋川市,89 ,7 ,1 ,173 ,269 ,114 ,81 ,13 ,0 ,20 
27,大阪府,27216,河内長野市,89 ,2 ,6 ,70 ,114 ,68 ,36 ,6 ,0 ,11 
27,大阪府,27217,松原市,68 ,5 ,1 ,90 ,139 ,62 ,59 ,7 ,0 ,20 
27,大阪府,27218,大東市,130 ,4 ,3 ,105 ,138 ,59 ,55 ,7 ,0 ,24 
27,大阪府,27219,和泉市,104 ,4 ,6 ,154 ,195 ,125 ,87 ,11 ,0 ,19 
27,大阪府,27220,箕面市,18 ,4 ,6 ,125 ,151 ,76 ,35 ,8 ,0 ,20 
27,大阪府,27221,柏原市,145 ,1 ,2 ,44 ,77 ,36 ,22 ,4 ,0 ,12 
27,大阪府,27222,羽曳野市,62 ,3 ,0 ,85 ,123 ,66 ,52 ,6 ,0 ,16 
27,大阪府,27223,門真市,247 ,6 ,4 ,132 ,152 ,57 ,72 ,7 ,0 ,17 
27,大阪府,27224,摂津市,237 ,7 ,1 ,106 ,102 ,48 ,77 ,5 ,0 ,27 
27,大阪府,27225,高石市,205 ,2 ,0 ,48 ,63 ,31 ,25 ,3 ,61 ,6 
27,大阪府,27226,藤井寺市,19 ,2 ,0 ,59 ,72 ,34 ,21 ,4 ,0 ,12 
27,大阪府,27227,東大阪市,588 ,19 ,5 ,539 ,590 ,235 ,268 ,28 ,0 ,85 
27,大阪府,27228,泉南市,45 ,2 ,3 ,58 ,64 ,44 ,31 ,4 ,0 ,9 
27,大阪府,27229,四條畷市,16 ,2 ,0 ,46 ,60 ,30 ,21 ,3 ,0 ,6 
27,大阪府,27230,交野市,40 ,2 ,1 ,48 ,81 ,45 ,25 ,5 ,0 ,7 
27,大阪府,27231,大阪狭山市,29 ,1 ,5 ,56 ,63 ,37 ,18 ,3 ,0 ,6 
27,大阪府,27232,阪南市,15 ,1 ,0 ,33 ,58 ,39 ,21 ,3 ,0 ,7 
27,大阪府,27301,島本町,36 ,0 ,0 ,19 ,33 ,14 ,5 ,2 ,0 ,4 
27,大阪府,27321,豊能町,1 ,0 ,0 ,8 ,21 ,13 ,8 ,1 ,0 ,2 
27,大阪府,27322,能勢町,4 ,0 ,11 ,8 ,11 ,9 ,15 ,1 ,0 ,2 
27,大阪府,27341,忠岡町,33 ,1 ,0 ,13 ,19 ,12 ,13 ,1 ,3 ,2 
27,大阪府,27361,熊取町,13 ,1 ,1 ,27 ,45 ,32 ,15 ,3 ,0 ,5 
27,大阪府,27362,田尻町,4 ,0 ,0 ,23 ,10 ,6 ,4 ,1 ,0 ,1 
27,大阪府,27366,岬町,2 ,0 ,1 ,9 ,18 ,12 ,9 ,1 ,0 ,2 
27,大阪府,27381,太子町,5 ,0 ,2 ,8 ,13 ,10 ,10 ,1 ,0 ,1 
27,大阪府,27382,河南町,7 ,1 ,2 ,14 ,16 ,13 ,15 ,1 ,0 ,2 
27,大阪府,27383,千早赤阪村,6 ,0 ,0 ,3 ,5 ,4 ,7 ,0 ,0 ,1 
28,兵庫県,28100,神戸市,"5,555 ",51 ,30 ,"2,144 ","1,617 ",766 ,509 ,89 ,251 ,218 
28,兵庫県,28201,姫路市,"4,168 ",32 ,20 ,657 ,514 ,432 ,312 ,31 ,77 ,87 
28,兵庫県,28202,尼崎市,"2,223 ",23 ,5 ,499 ,503 ,189 ,167 ,27 ,9 ,77 
28,兵庫県,28203,明石市,"2,075 ",5 ,2 ,268 ,298 ,176 ,76 ,18 ,18 ,49 
28,兵庫県,28204,西宮市,426 ,11 ,5 ,473 ,476 ,219 ,97 ,28 ,9 ,60 
28,兵庫県,28205,洲本市,129 ,2 ,5 ,53 ,42 ,38 ,40 ,2 ,2 ,6 
28,兵庫県,28206,芦屋市,4 ,1 ,1 ,83 ,95 ,44 ,9 ,6 ,9 ,14 
28,兵庫県,28207,伊丹市,"1,043 ",7 ,1 ,192 ,195 ,98 ,66 ,12 ,0 ,22 
28,兵庫県,28208,相生市,283 ,1 ,2 ,28 ,27 ,24 ,17 ,2 ,2 ,4 
28,兵庫県,28209,豊岡市,178 ,5 ,19 ,99 ,71 ,70 ,72 ,5 ,1 ,12 
28,兵庫県,28210,加古川市,"2,034 ",11 ,16 ,235 ,247 ,199 ,110 ,15 ,12 ,0 
28,兵庫県,28212,赤穂市,476 ,2 ,9 ,45 ,43 ,39 ,24 ,3 ,31 ,7 
28,兵庫県,28213,西脇市,127 ,1 ,1 ,42 ,36 ,43 ,35 ,2 ,0 ,3 
28,兵庫県,28214,宝塚市,111 ,5 ,6 ,170 ,223 ,118 ,44 ,14 ,0 ,22 
28,兵庫県,28215,三木市,355 ,3 ,16 ,85 ,72 ,71 ,68 ,4 ,0 ,7 
28,兵庫県,28216,高砂市,"1,445 ",6 ,1 ,83 ,84 ,69 ,41 ,5 ,12 ,59 
28,兵庫県,28217,川西市,103 ,3 ,1 ,121 ,149 ,85 ,37 ,9 ,0 ,22 
28,兵庫県,28218,小野市,451 ,1 ,7 ,55 ,43 ,46 ,38 ,3 ,0 ,9 
28,兵庫県,28219,三田市,804 ,2 ,10 ,107 ,98 ,81 ,41 ,6 ,0 ,23 
28,兵庫県,28220,加西市,454 ,1 ,17 ,43 ,38 ,43 ,54 ,2 ,0 ,6 
28,兵庫県,28221,丹波篠山市,422 ,2 ,12 ,40 ,37 ,39 ,45 ,2 ,0 ,6 
28,兵庫県,28222,養父市,81 ,1 ,9 ,23 ,19 ,20 ,26 ,1 ,0 ,3 
28,兵庫県,28223,丹波市,362 ,3 ,14 ,57 ,55 ,61 ,72 ,4 ,0 ,5 
28,兵庫県,28224,南あわじ市,84 ,3 ,11 ,48 ,42 ,42 ,69 ,3 ,5 ,6 
28,兵庫県,28225,朝来市,123 ,2 ,10 ,32 ,26 ,27 ,30 ,2 ,0 ,4 
28,兵庫県,28226,淡路市,114 ,2 ,6 ,45 ,43 ,37 ,45 ,2 ,7 ,7 
28,兵庫県,28227,宍粟市,108 ,2 ,17 ,32 ,31 ,35 ,41 ,2 ,0 ,3 
28,兵庫県,28228,加東市,550 ,1 ,5 ,44 ,36 ,39 ,38 ,2 ,0 ,6 
28,兵庫県,28229,たつの市,589 ,3 ,17 ,72 ,65 ,71 ,62 ,4 ,27 ,8 
28,兵庫県,28301,猪名川町,14 ,1 ,3 ,22 ,26 ,22 ,13 ,2 ,0 ,5 
28,兵庫県,28365,多可町,91 ,1 ,3 ,15 ,16 ,20 ,22 ,1 ,0 ,2 
28,兵庫県,28381,稲美町,198 ,1 ,5 ,28 ,27 ,28 ,33 ,2 ,0 ,0 
28,兵庫県,28382,播磨町,531 ,1 ,0 ,25 ,32 ,24 ,13 ,2 ,12 ,0 
28,兵庫県,28442,市川町,53 ,0 ,4 ,7 ,10 ,11 ,13 ,1 ,0 ,0 
28,兵庫県,28443,福崎町,338 ,1 ,5 ,24 ,17 ,18 ,18 ,1 ,0 ,0 
28,兵庫県,28446,神河町,44 ,1 ,8 ,9 ,9 ,10 ,12 ,1 ,0 ,0 
28,兵庫県,28464,太子町,239 ,2 ,1 ,30 ,29 ,31 ,17 ,2 ,0 ,3 
28,兵庫県,28481,上郡町,66 ,1 ,6 ,13 ,13 ,14 ,12 ,1 ,0 ,2 
28,兵庫県,28501,佐用町,40 ,1 ,4 ,18 ,14 ,15 ,21 ,1 ,0 ,2 
28,兵庫県,28585,香美町,33 ,1 ,11 ,15 ,13 ,14 ,20 ,1 ,0 ,3 
28,兵庫県,28586,新温泉町,13 ,1 ,7 ,15 ,12 ,11 ,16 ,1 ,0 ,3 
29,奈良県,29201,奈良市,69 ,11 ,7 ,434 ,424 ,227 ,129 ,21 ,0 ,33 
29,奈良県,29202,大和高田市,17 ,2 ,0 ,58 ,79 ,45 ,29 ,4 ,0 ,8 
29,奈良県,29203,大和郡山市,142 ,2 ,2 ,102 ,99 ,61 ,49 ,5 ,0 ,13 
29,奈良県,29204,天理市,30 ,2 ,5 ,85 ,75 ,49 ,45 ,4 ,0 ,12 
29,奈良県,29205,橿原市,71 ,4 ,2 ,134 ,141 ,90 ,52 ,7 ,0 ,18 
29,奈良県,29206,桜井市,16 ,2 ,1 ,51 ,65 ,46 ,36 ,3 ,0 ,8 
29,奈良県,29207,五條市,35 ,2 ,4 ,27 ,34 ,27 ,38 ,2 ,0 ,4 
29,奈良県,29208,御所市,17 ,1 ,2 ,25 ,31 ,22 ,24 ,1 ,0 ,3 
29,奈良県,29209,生駒市,23 ,2 ,0 ,91 ,131 ,71 ,29 ,7 ,0 ,12 
29,奈良県,29210,香芝市,10 ,2 ,1 ,57 ,83 ,55 ,24 ,5 ,0 ,10 
29,奈良県,29211,葛城市,27 ,1 ,1 ,28 ,39 ,29 ,22 ,2 ,0 ,5 
29,奈良県,29212,宇陀市,3 ,1 ,4 ,24 ,33 ,25 ,29 ,2 ,0 ,3 
29,奈良県,29322,山添村,6 ,0 ,1 ,2 ,3 ,3 ,8 ,0 ,0 ,0 
29,奈良県,29342,平群町,2 ,0 ,2 ,11 ,21 ,13 ,8 ,1 ,0 ,2 
29,奈良県,29343,三郷町,1 ,0 ,2 ,15 ,27 ,15 ,5 ,1 ,0 ,2 
29,奈良県,29344,斑鳩町,8 ,1 ,0 ,17 ,31 ,19 ,10 ,2 ,0 ,0 
29,奈良県,29345,安堵町,9 ,0 ,0 ,5 ,9 ,5 ,4 ,0 ,0 ,0 
29,奈良県,29361,川西町,38 ,0 ,1 ,5 ,9 ,6 ,4 ,0 ,0 ,0 
29,奈良県,29362,三宅町,4 ,0 ,0 ,3 ,8 ,5 ,5 ,0 ,0 ,0 
29,奈良県,29363,田原本町,17 ,1 ,1 ,35 ,34 ,26 ,24 ,2 ,0 ,4 
29,奈良県,29385,曽爾村,1 ,0 ,1 ,1 ,2 ,1 ,3 ,0 ,0 ,0 
29,奈良県,29386,御杖村,0 ,0 ,1 ,1 ,2 ,1 ,3 ,0 ,0 ,0 
29,奈良県,29401,高取町,3 ,0 ,0 ,6 ,7 ,6 ,4 ,0 ,0 ,0 
29,奈良県,29402,明日香村,0 ,0 ,1 ,4 ,6 ,4 ,5 ,0 ,0 ,0 
29,奈良県,29424,上牧町,2 ,0 ,0 ,17 ,26 ,15 ,6 ,1 ,0 ,0 
29,奈良県,29425,王寺町,3 ,1 ,0 ,25 ,27 ,15 ,6 ,1 ,0 ,5 
29,奈良県,29426,広陵町,9 ,1 ,1 ,23 ,35 ,27 ,16 ,2 ,0 ,0 
29,奈良県,29427,河合町,12 ,0 ,0 ,12 ,20 ,12 ,8 ,1 ,0 ,1 
29,奈良県,29441,吉野町,4 ,0 ,2 ,8 ,8 ,6 ,8 ,0 ,0 ,0 
29,奈良県,29442,大淀町,5 ,1 ,1 ,19 ,19 ,16 ,15 ,1 ,0 ,3 
29,奈良県,29443,下市町,2 ,0 ,1 ,4 ,6 ,5 ,6 ,0 ,0 ,0 
29,奈良県,29444,黒滝村,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
29,奈良県,29446,天川村,0 ,0 ,1 ,3 ,2 ,1 ,3 ,0 ,0 ,0 
29,奈良県,29447,野迫川村,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
29,奈良県,29449,十津川村,0 ,1 ,1 ,4 ,4 ,3 ,7 ,0 ,0 ,1 
29,奈良県,29450,下北山村,0 ,0 ,1 ,2 ,1 ,1 ,2 ,0 ,0 ,0 
29,奈良県,29451,上北山村,0 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 
29,奈良県,29452,川上村,1 ,0 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
29,奈良県,29453,東吉野村,0 ,0 ,1 ,2 ,2 ,2 ,3 ,0 ,0 ,0 
30,和歌山県,30201,和歌山市,"3,757 ",19 ,8 ,472 ,479 ,294 ,216 ,21 ,29 ,62 
30,和歌山県,30202,海南市,736 ,2 ,3 ,52 ,60 ,42 ,41 ,3 ,29 ,5 
30,和歌山県,30203,橋本市,117 ,1 ,5 ,55 ,75 ,51 ,38 ,4 ,0 ,7 
30,和歌山県,30204,有田市,"1,713 ",2 ,18 ,24 ,32 ,23 ,28 ,2 ,29 ,2 
30,和歌山県,30205,御坊市,111 ,1 ,4 ,36 ,29 ,20 ,24 ,1 ,1 ,2 
30,和歌山県,30206,田辺市,121 ,4 ,24 ,90 ,95 ,61 ,78 ,4 ,1 ,7 
30,和歌山県,30207,新宮市,20 ,2 ,4 ,41 ,39 ,23 ,25 ,2 ,2 ,3 
30,和歌山県,30208,紀の川市,314 ,2 ,22 ,50 ,73 ,57 ,71 ,4 ,0 ,9 
30,和歌山県,30209,岩出市,83 ,1 ,2 ,42 ,66 ,51 ,29 ,3 ,0 ,8 
30,和歌山県,30304,紀美野町,21 ,1 ,1 ,7 ,11 ,8 ,11 ,0 ,0 ,2 
30,和歌山県,30341,かつらぎ町,163 ,1 ,10 ,14 ,19 ,15 ,23 ,1 ,0 ,2 
30,和歌山県,30343,九度山町,2 ,0 ,4 ,3 ,5 ,3 ,5 ,0 ,0 ,0 
30,和歌山県,30344,高野町,2 ,0 ,1 ,7 ,4 ,2 ,3 ,0 ,0 ,1 
30,和歌山県,30361,湯浅町,26 ,1 ,2 ,13 ,14 ,10 ,12 ,1 ,0 ,0 
30,和歌山県,30362,広川町,25 ,0 ,3 ,5 ,8 ,6 ,9 ,0 ,0 ,0 
30,和歌山県,30366,有田川町,100 ,2 ,12 ,24 ,29 ,24 ,41 ,2 ,0 ,2 
30,和歌山県,30381,美浜町,5 ,0 ,2 ,6 ,8 ,6 ,5 ,0 ,1 ,0 
30,和歌山県,30382,日高町,9 ,0 ,2 ,5 ,9 ,7 ,7 ,0 ,9 ,0 
30,和歌山県,30383,由良町,39 ,0 ,1 ,4 ,7 ,5 ,5 ,0 ,9 ,0 
30,和歌山県,30390,印南町,63 ,1 ,6 ,5 ,9 ,7 ,13 ,0 ,0 ,1 
30,和歌山県,30391,みなべ町,83 ,1 ,3 ,9 ,13 ,10 ,24 ,1 ,0 ,0 
30,和歌山県,30392,日高川町,56 ,1 ,10 ,6 ,11 ,8 ,16 ,1 ,0 ,1 
30,和歌山県,30401,白浜町,19 ,1 ,5 ,29 ,30 ,18 ,18 ,1 ,0 ,3 
30,和歌山県,30404,上富田町,72 ,1 ,3 ,14 ,20 ,14 ,17 ,1 ,0 ,0 
30,和歌山県,30406,すさみ町,9 ,0 ,1 ,3 ,6 ,3 ,5 ,0 ,0 ,1 
30,和歌山県,30421,那智勝浦町,4 ,1 ,2 ,18 ,20 ,12 ,13 ,1 ,2 ,3 
30,和歌山県,30422,太地町,1 ,0 ,3 ,2 ,4 ,2 ,2 ,0 ,0 ,0 
30,和歌山県,30424,古座川町,1 ,0 ,3 ,2 ,4 ,2 ,4 ,0 ,0 ,0 
30,和歌山県,30427,北山村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
30,和歌山県,30428,串本町,8 ,1 ,10 ,16 ,22 ,12 ,14 ,1 ,1 ,2 
31,鳥取県,31201,鳥取市,250 ,12 ,40 ,318 ,315 ,170 ,143 ,11 ,1 ,18 
31,鳥取県,31202,米子市,138 ,11 ,14 ,258 ,264 ,137 ,108 ,9 ,0 ,20 
31,鳥取県,31203,倉吉市,84 ,4 ,18 ,83 ,79 ,42 ,46 ,3 ,0 ,6 
31,鳥取県,31204,境港市,68 ,1 ,28 ,47 ,59 ,31 ,26 ,2 ,9 ,0 
31,鳥取県,31302,岩美町,14 ,1 ,11 ,8 ,17 ,10 ,10 ,1 ,0 ,1 
31,鳥取県,31325,若桜町,2 ,0 ,1 ,3 ,5 ,3 ,3 ,0 ,0 ,0 
31,鳥取県,31328,智頭町,6 ,0 ,5 ,7 ,10 ,6 ,8 ,0 ,0 ,1 
31,鳥取県,31329,八頭町,4 ,1 ,10 ,12 ,24 ,15 ,17 ,1 ,0 ,1 
31,鳥取県,31364,三朝町,2 ,0 ,1 ,8 ,10 ,5 ,6 ,0 ,0 ,1 
31,鳥取県,31370,湯梨浜町,4 ,1 ,4 ,15 ,25 ,15 ,15 ,1 ,0 ,2 
31,鳥取県,31371,琴浦町,38 ,2 ,10 ,16 ,25 ,15 ,21 ,1 ,0 ,2 
31,鳥取県,31372,北栄町,5 ,1 ,9 ,14 ,21 ,14 ,22 ,1 ,0 ,1 
31,鳥取県,31384,日吉津村,2 ,1 ,1 ,9 ,5 ,3 ,3 ,0 ,0 ,0 
31,鳥取県,31386,大山町,13 ,1 ,11 ,13 ,22 ,14 ,23 ,1 ,0 ,0 
31,鳥取県,31389,南部町,38 ,1 ,5 ,9 ,15 ,10 ,11 ,1 ,0 ,1 
31,鳥取県,31390,伯耆町,7 ,0 ,5 ,11 ,15 ,10 ,11 ,1 ,0 ,1 
31,鳥取県,31401,日南町,2 ,1 ,11 ,5 ,7 ,4 ,8 ,0 ,0 ,0 
31,鳥取県,31402,日野町,1 ,0 ,3 ,5 ,5 ,3 ,4 ,0 ,0 ,0 
31,鳥取県,31403,江府町,4 ,0 ,1 ,3 ,4 ,2 ,5 ,0 ,0 ,0 
32,島根県,32201,松江市,163 ,19 ,29 ,424 ,412 ,179 ,133 ,12 ,19 ,29 
32,島根県,32202,浜田市,77 ,5 ,25 ,102 ,115 ,45 ,50 ,3 ,5 ,4 
32,島根県,32203,出雲市,599 ,16 ,64 ,296 ,311 ,164 ,135 ,10 ,1 ,22 
32,島根県,32204,益田市,52 ,5 ,24 ,76 ,95 ,39 ,43 ,3 ,0 ,4 
32,島根県,32205,大田市,72 ,3 ,18 ,50 ,70 ,30 ,31 ,2 ,0 ,0 
32,島根県,32206,安来市,198 ,3 ,21 ,48 ,64 ,34 ,38 ,2 ,0 ,0 
32,島根県,32207,江津市,59 ,2 ,7 ,33 ,50 ,20 ,18 ,1 ,1 ,2 
32,島根県,32209,雲南市,102 ,3 ,22 ,48 ,61 ,34 ,41 ,2 ,0 ,0 
32,島根県,32343,奥出雲町,29 ,1 ,19 ,15 ,21 ,10 ,16 ,1 ,0 ,1 
32,島根県,32386,飯南町,10 ,1 ,9 ,8 ,9 ,4 ,7 ,0 ,0 ,0 
32,島根県,32441,川本町,1 ,1 ,3 ,7 ,7 ,3 ,5 ,0 ,0 ,1 
32,島根県,32448,美郷町,1 ,1 ,5 ,5 ,9 ,4 ,6 ,0 ,0 ,1 
32,島根県,32449,邑南町,10 ,1 ,10 ,16 ,21 ,8 ,14 ,1 ,0 ,2 
32,島根県,32501,津和野町,1 ,1 ,6 ,9 ,15 ,6 ,8 ,0 ,0 ,1 
32,島根県,32505,吉賀町,15 ,1 ,5 ,9 ,14 ,5 ,8 ,0 ,0 ,0 
32,島根県,32525,海士町,0 ,0 ,2 ,4 ,6 ,2 ,4 ,0 ,0 ,0 
32,島根県,32526,西ノ島町,0 ,0 ,3 ,5 ,7 ,2 ,4 ,0 ,24 ,0 
32,島根県,32527,知夫村,0 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,11 ,0 
